segment_id	chrom	side	source_cn	source_class
SEQ00581	chr7	L	0.0	forbidden
SEQ00581	chr7	R	0.0	forbidden
SEQ00582	chr7	L	0.0	forbidden
SEQ00582	chr7	R	0.0	forbidden
SEQ00583	chr7	L	0.0	forbidden
SEQ00583	chr7	R	0.0	forbidden
SEQ00584	chr7	L	0.0	forbidden
SEQ00584	chr7	R	-0.0	unresolved
SEQ00585	chr7	L	0.1970824369854829	unresolved
SEQ00585	chr7	R	-0.0	unresolved
SEQ00586	chr7	L	0.41673947110821974	unresolved
SEQ00586	chr7	R	0.5043742012250205	unresolved
SEQ00587	chr7	L	-0.0	unresolved
SEQ00587	chr7	R	-0.0	unresolved
SEQ00588	chr7	L	0.25824848786486676	unresolved
SEQ00588	chr7	R	0.19722938722929184	unresolved
SEQ00589	chr7	L	-0.0	unresolved
SEQ00589	chr7	R	-0.0	unresolved
SEQ00590	chr7	L	0.14363945066238326	unresolved
SEQ00590	chr7	R	0.1283453633680156	unresolved
SEQ00591	chr7	L	-0.0	unresolved
SEQ00591	chr7	R	0.0	forbidden
SEQ00592	chr7	L	0.0	forbidden
SEQ00592	chr7	R	0.44083417313796414	unresolved
SEQ00593	chr7	L	-0.0	unresolved
SEQ00593	chr7	R	-0.0	unresolved
SEQ00594	chr7	L	0.40917675819263266	unresolved
SEQ00594	chr7	R	-0.0	unresolved
SEQ00595	chr7	L	0.5338014348943638	unresolved
SEQ00595	chr7	R	0.4490655716766194	unresolved
SEQ00596	chr7	L	-0.0	unresolved
SEQ00596	chr7	R	0.498686934363479	unresolved
SEQ00597	chr7	L	-0.0	unresolved
SEQ00597	chr7	R	0.0	forbidden
SEQ00598	chr7	L	0.0	forbidden
SEQ00598	chr7	R	0.0	forbidden
SEQ00599	chr7	L	0.0	forbidden
SEQ00599	chr7	R	-0.0	unresolved
SEQ00600	chr7	L	3.1024294166510256	unresolved
SEQ00600	chr7	R	3.481864963044906	unresolved
SEQ00601	chr7	L	-0.0	unresolved
SEQ00601	chr7	R	0.0	forbidden
SEQ00602	chr7	L	0.0	forbidden
SEQ00602	chr7	R	0.0	forbidden
SEQ00603	chr7	L	0.0	forbidden
SEQ00603	chr7	R	0.0	forbidden
SEQ00604	chr7	L	0.0	forbidden
SEQ00604	chr7	R	-0.0	unresolved
SEQ00605	chr7	L	1.080935955157766	unresolved
SEQ00605	chr7	R	0.748579985265956	unresolved
SEQ00606	chr7	L	-0.0	unresolved
SEQ00606	chr7	R	0.39972561136888185	unresolved
SEQ00607	chr7	L	-0.0	unresolved
SEQ00607	chr7	R	-0.0	unresolved
SEQ00608	chr7	L	0.40735256643364637	unresolved
SEQ00608	chr7	R	-0.0	unresolved
SEQ00609	chr7	L	0.5164267375557072	unresolved
SEQ00609	chr7	R	0.0	forbidden
SEQ00610	chr7	L	0.0	forbidden
SEQ00610	chr7	R	0.8072991350981067	unresolved
SEQ00611	chr7	L	-0.0	unresolved
SEQ00611	chr7	R	0.0	forbidden
SEQ00612	chr7	L	0.0	forbidden
SEQ00612	chr7	R	0.0	forbidden
SEQ00613	chr7	L	0.0	forbidden
SEQ00613	chr7	R	-0.0	unresolved
SEQ00614	chr7	L	0.44146863742579456	unresolved
SEQ00614	chr7	R	-0.0	unresolved
SEQ00615	chr7	L	1.1613163495781427	unresolved
SEQ00615	chr7	R	0.997825041892415	unresolved
SEQ00616	chr7	L	-0.0	unresolved
SEQ00616	chr7	R	-0.0	unresolved
SEQ00617	chr7	L	0.0700779972480694	unresolved
SEQ00617	chr7	R	-0.0	unresolved
SEQ00618	chr7	L	0.07081330352243409	unresolved
SEQ00618	chr7	R	0.1948186367074407	unresolved
SEQ00619	chr7	L	-0.0	unresolved
SEQ00619	chr7	R	0.3421365641151782	unresolved
SEQ00620	chr7	L	-0.0	unresolved
SEQ00620	chr7	R	0.0	forbidden
SEQ00621	chr7	L	0.0	forbidden
SEQ00621	chr7	R	-0.0	unresolved
SEQ00622	chr7	L	0.4956492941342636	unresolved
SEQ00622	chr7	R	-0.0	unresolved
SEQ00623	chr7	L	0.15338634242496063	unresolved
SEQ00623	chr7	R	0.15240852924999349	unresolved
SEQ00624	chr7	L	-0.0	unresolved
SEQ00624	chr7	R	0.18639311348415344	unresolved
SEQ00625	chr7	L	-0.0	unresolved
SEQ00625	chr7	R	0.0	forbidden
SEQ00626	chr7	L	0.0	forbidden
SEQ00626	chr7	R	-0.0	unresolved
SEQ00627	chr7	L	0.19229582087507646	unresolved
SEQ00627	chr7	R	0.21311575676787786	unresolved
SEQ00628	chr7	L	-0.0	unresolved
SEQ00628	chr7	R	-0.0	unresolved
SEQ00629	chr7	L	0.21718156513048248	unresolved
SEQ00629	chr7	R	0.0	forbidden
SEQ00630	chr7	L	0.0	forbidden
SEQ00630	chr7	R	-0.0	unresolved
SEQ00631	chr7	L	0.5572970407788671	unresolved
SEQ00631	chr7	R	0.5438528161481595	unresolved
SEQ00632	chr7	L	-0.0	unresolved
SEQ00632	chr7	R	0.2457721838734528	unresolved
SEQ00633	chr7	L	-0.0	unresolved
SEQ00633	chr7	R	-0.0	unresolved
SEQ00634	chr7	L	0.28104509808683154	unresolved
SEQ00634	chr7	R	-0.0	unresolved
SEQ00635	chr7	L	0.32630230733478305	unresolved
SEQ00635	chr7	R	0.534571235121875	unresolved
SEQ00636	chr7	L	-0.0	unresolved
SEQ00636	chr7	R	-0.0	unresolved
SEQ00637	chr7	L	0.4678117876009904	unresolved
SEQ00637	chr7	R	2.4343236650803073	telomere
SEQ00638	chr8	L	1.0528748787786675	telomere
SEQ00638	chr8	R	0.0	forbidden
SEQ00639	chr8	L	0.0	forbidden
SEQ00639	chr8	R	-0.0	unresolved
SEQ00640	chr8	L	0.28696073002320155	unresolved
SEQ00640	chr8	R	0.0	forbidden
SEQ00641	chr8	L	0.0	forbidden
SEQ00641	chr8	R	0.942466948394707	unresolved
SEQ00642	chr8	L	-0.0	unresolved
SEQ00642	chr8	R	-0.0	unresolved
SEQ00643	chr8	L	1.0066907673790186	unresolved
SEQ00643	chr8	R	0.0	forbidden
SEQ00644	chr8	L	0.0	forbidden
SEQ00644	chr8	R	0.3006532217121787	unresolved
SEQ00645	chr8	L	-0.0	unresolved
SEQ00645	chr8	R	-0.0	unresolved
SEQ00646	chr8	L	0.3432980222507529	unresolved
SEQ00646	chr8	R	0.34731595195018494	unresolved
SEQ00647	chr8	L	-0.0	unresolved
SEQ00647	chr8	R	0.38479214931216077	unresolved
SEQ00648	chr8	L	-0.0	unresolved
SEQ00648	chr8	R	0.0	forbidden
SEQ00649	chr8	L	0.0	forbidden
SEQ00649	chr8	R	-0.0	unresolved
SEQ00650	chr8	L	2.338565575370374	unresolved
SEQ00650	chr8	R	0.5829837119539842	unresolved
SEQ00651	chr8	L	-0.0	unresolved
SEQ00651	chr8	R	-0.0	unresolved
SEQ00652	chr8	L	1.2969028671265095	unresolved
SEQ00652	chr8	R	2.4362013144339154	unresolved
SEQ00653	chr8	L	-0.0	unresolved
SEQ00653	chr8	R	-0.0	unresolved
SEQ00654	chr8	L	0.6350494304744596	unresolved
SEQ00654	chr8	R	-0.0	unresolved
SEQ00655	chr8	L	0.6581388328528193	unresolved
SEQ00655	chr8	R	-0.0	unresolved
SEQ00656	chr8	L	0.8709989218061858	unresolved
SEQ00656	chr8	R	-0.0	unresolved
SEQ00657	chr8	L	0.45190996440941067	unresolved
SEQ00657	chr8	R	0.5070567248788973	unresolved
SEQ00658	chr8	L	-0.0	unresolved
SEQ00658	chr8	R	0.0	forbidden
SEQ00659	chr8	L	0.0	forbidden
SEQ00659	chr8	R	0.7209786771524942	unresolved
SEQ00660	chr8	L	-0.0	unresolved
SEQ00660	chr8	R	-0.0	unresolved
SEQ00661	chr8	L	0.29125799169073296	unresolved
SEQ00661	chr8	R	0.29728023257222125	unresolved
SEQ00662	chr8	L	-0.0	unresolved
SEQ00662	chr8	R	-0.0	unresolved
SEQ00663	chr8	L	0.185473494936379	unresolved
SEQ00663	chr8	R	0.2127095982995968	unresolved
SEQ00664	chr8	L	-0.0	unresolved
SEQ00664	chr8	R	-0.0	unresolved
SEQ00665	chr8	L	0.13705069551197369	unresolved
SEQ00665	chr8	R	0.0	forbidden
SEQ00666	chr8	L	0.0	forbidden
SEQ00666	chr8	R	0.0	forbidden
SEQ00667	chr8	L	0.0	forbidden
SEQ00667	chr8	R	0.0	forbidden
SEQ00668	chr8	L	0.0	forbidden
SEQ00668	chr8	R	0.1589941441012961	unresolved
SEQ00669	chr8	L	-0.0	unresolved
SEQ00669	chr8	R	1.6910710664824102	unresolved
SEQ00670	chr8	L	-0.0	unresolved
SEQ00670	chr8	R	-0.0	unresolved
SEQ00671	chr8	L	1.6562584196096548	unresolved
SEQ00671	chr8	R	-0.0	unresolved
SEQ00672	chr8	L	0.16287200163054516	unresolved
SEQ00672	chr8	R	0.13880561166902838	unresolved
SEQ00673	chr8	L	-0.0	unresolved
SEQ00673	chr8	R	-0.0	unresolved
SEQ00674	chr8	L	0.2782709457940502	unresolved
SEQ00674	chr8	R	0.22380235439342755	unresolved
SEQ00675	chr8	L	-0.0	unresolved
SEQ00675	chr8	R	-0.0	unresolved
SEQ00676	chr8	L	0.23245837649604173	unresolved
SEQ00676	chr8	R	-0.0	unresolved
SEQ00677	chr8	L	1.3694887041789023	unresolved
SEQ00677	chr8	R	0.22091356167480125	unresolved
SEQ00678	chr8	L	-0.0	unresolved
SEQ00678	chr8	R	-0.0	unresolved
SEQ00679	chr8	L	0.27689298842080756	unresolved
SEQ00679	chr8	R	0.0	forbidden
SEQ00680	chr8	L	0.0	forbidden
SEQ00680	chr8	R	0.0	forbidden
SEQ00681	chr8	L	0.0	forbidden
SEQ00681	chr8	R	-0.0	unresolved
SEQ00682	chr8	L	0.9698399350917377	unresolved
SEQ00682	chr8	R	0.0	forbidden
SEQ00683	chr8	L	0.0	forbidden
SEQ00683	chr8	R	1.0778065658436624	unresolved
SEQ00684	chr8	L	-0.0	unresolved
SEQ00684	chr8	R	0.8970891918579715	unresolved
SEQ00685	chr8	L	-0.0	unresolved
SEQ00685	chr8	R	-0.0	unresolved
SEQ00686	chr8	L	0.7431818373607708	unresolved
SEQ00686	chr8	R	0.3220819599174609	unresolved
SEQ00687	chr8	L	0.0	unresolved
SEQ00687	chr8	R	0.0	forbidden
SEQ00688	chr8	L	0.0	forbidden
SEQ00688	chr8	R	-0.0	unresolved
SEQ00689	chr8	L	0.7434625962670207	unresolved
SEQ00689	chr8	R	1.9434104782495432	unresolved
SEQ00690	chr8	L	-0.0	unresolved
SEQ00690	chr8	R	2.324785060471582	unresolved
SEQ00691	chr8	L	-0.0	unresolved
SEQ00691	chr8	R	-0.0	unresolved
SEQ00692	chr8	L	0.2936944013783038	unresolved
SEQ00692	chr8	R	0.2738596077978843	unresolved
SEQ00693	chr8	L	-0.0	unresolved
SEQ00693	chr8	R	-0.0	unresolved
SEQ00694	chr8	L	0.501710097797881	unresolved
SEQ00694	chr8	R	0.27677481739234855	unresolved
SEQ00695	chr8	L	-0.0	unresolved
SEQ00695	chr8	R	1.827723709760941	telomere
SEQ00696	chr9	L	2.9077092150364936	telomere
SEQ00696	chr9	R	1.5151187987694914	unresolved
SEQ00697	chr9	L	-0.0	unresolved
SEQ00697	chr9	R	0.0	forbidden
SEQ00698	chr9	L	0.0	forbidden
SEQ00698	chr9	R	-0.0	unresolved
SEQ00699	chr9	L	2.3436026301701336	unresolved
SEQ00699	chr9	R	-0.0	unresolved
SEQ00700	chr9	L	1.2349237506455917	unresolved
SEQ00700	chr9	R	0.6901697212631595	unresolved
SEQ00701	chr9	L	-0.0	unresolved
SEQ00701	chr9	R	0.4934179049671319	unresolved
SEQ00702	chr9	L	-0.0	unresolved
SEQ00702	chr9	R	-0.0	unresolved
SEQ00703	chr9	L	1.0057401388011686	unresolved
SEQ00703	chr9	R	3.3328283868506503	unresolved
SEQ00704	chr9	L	-0.0	unresolved
SEQ00704	chr9	R	-0.0	unresolved
SEQ00705	chr9	L	0.09098412575300951	unresolved
SEQ00705	chr9	R	0.150069538197241	unresolved
SEQ00706	chr9	L	-0.0	unresolved
SEQ00706	chr9	R	-0.0	unresolved
SEQ00707	chr9	L	0.08006785805959549	unresolved
SEQ00707	chr9	R	0.0	forbidden
SEQ00708	chr9	L	0.0	forbidden
SEQ00708	chr9	R	-0.0	unresolved
SEQ00709	chr9	L	0.552460491652647	unresolved
SEQ00709	chr9	R	0.0	forbidden
SEQ00710	chr9	L	0.0	forbidden
SEQ00710	chr9	R	0.0	forbidden
SEQ00711	chr9	L	0.0	forbidden
SEQ00711	chr9	R	1.2980050996494783	unresolved
SEQ00712	chr9	L	-0.0	unresolved
SEQ00712	chr9	R	-0.0	unresolved
SEQ00713	chr9	L	1.6965726725033097	unresolved
SEQ00713	chr9	R	1.8031513666326293	unresolved
SEQ00714	chr9	L	-0.0	unresolved
SEQ00714	chr9	R	0.0	forbidden
SEQ00715	chr9	L	0.0	forbidden
SEQ00715	chr9	R	-0.0	unresolved
SEQ00716	chr9	L	1.8452564633230084	unresolved
SEQ00716	chr9	R	0.0	forbidden
SEQ00717	chr9	L	0.0	forbidden
SEQ00717	chr9	R	0.0	forbidden
SEQ00718	chr9	L	0.0	forbidden
SEQ00718	chr9	R	1.2414649074588608	unresolved
SEQ00719	chr9	L	-0.0	unresolved
SEQ00719	chr9	R	1.2310916162165033	unresolved
SEQ00720	chr9	L	-0.0	unresolved
SEQ00720	chr9	R	-0.0	unresolved
SEQ00721	chr9	L	1.629475129333196	unresolved
SEQ00721	chr9	R	0.0	forbidden
SEQ00722	chr9	L	0.0	forbidden
SEQ00722	chr9	R	0.0	forbidden
SEQ00723	chr9	L	0.0	forbidden
SEQ00723	chr9	R	0.0	forbidden
SEQ00724	chr9	L	0.0	forbidden
SEQ00724	chr9	R	0.0	forbidden
SEQ00725	chr9	L	0.0	forbidden
SEQ00725	chr9	R	0.0	forbidden
SEQ00726	chr9	L	0.0	forbidden
SEQ00726	chr9	R	0.0	forbidden
SEQ00727	chr9	L	0.0	forbidden
SEQ00727	chr9	R	0.0	forbidden
SEQ00728	chr9	L	0.0	forbidden
SEQ00728	chr9	R	0.0	forbidden
SEQ00729	chr9	L	0.0	forbidden
SEQ00729	chr9	R	0.0	forbidden
SEQ00730	chr9	L	0.0	forbidden
SEQ00730	chr9	R	0.0	forbidden
SEQ00731	chr9	L	0.0	forbidden
SEQ00731	chr9	R	0.0	forbidden
SEQ00732	chr9	L	0.0	forbidden
SEQ00732	chr9	R	-0.0	unresolved
SEQ00733	chr9	L	1.7791873623202636	unresolved
SEQ00733	chr9	R	0.0	forbidden
SEQ00734	chr9	L	0.0	forbidden
SEQ00734	chr9	R	3.4106624975932713	telomere
SEQ00735	chrX	L	0.0020000059398117102	telomere
SEQ00735	chrX	R	0.0	forbidden
SEQ00736	chrX	L	0.0	forbidden
SEQ00736	chrX	R	-0.0	unresolved
SEQ00737	chrX	L	1.3754481308934172	unresolved
SEQ00737	chrX	R	0.6796072661159832	unresolved
SEQ00738	chrX	L	-0.0	unresolved
SEQ00738	chrX	R	0.0	forbidden
SEQ00739	chrX	L	0.0	forbidden
SEQ00739	chrX	R	0.0	forbidden
SEQ00740	chrX	L	0.0	forbidden
SEQ00740	chrX	R	-0.0	unresolved
SEQ00741	chrX	L	0.7361084136587596	unresolved
SEQ00741	chrX	R	0.0	forbidden
SEQ00742	chrX	L	0.0	forbidden
SEQ00742	chrX	R	0.0	forbidden
SEQ00743	chrX	L	0.0	forbidden
SEQ00743	chrX	R	0.04961425334043723	unresolved
SEQ00744	chrX	L	-0.0	unresolved
SEQ00744	chrX	R	-0.0	unresolved
SEQ00745	chrX	L	0.07644758663448736	unresolved
SEQ00745	chrX	R	0.1744783000854434	unresolved
SEQ00746	chrX	L	0.0	unresolved
SEQ00746	chrX	R	0.0	forbidden
SEQ00747	chrX	L	0.0	forbidden
SEQ00747	chrX	R	0.502562707027658	unresolved
SEQ00748	chrX	L	-0.0	unresolved
SEQ00748	chrX	R	0.0	forbidden
SEQ00749	chrX	L	0.0	forbidden
SEQ00749	chrX	R	0.0	forbidden
SEQ00750	chrX	L	0.0	forbidden
SEQ00750	chrX	R	0.0	forbidden
SEQ00751	chrX	L	0.0	forbidden
SEQ00751	chrX	R	0.0	forbidden
SEQ00752	chrX	L	0.0	forbidden
SEQ00752	chrX	R	-0.0	unresolved
SEQ00753	chrX	L	0.0	unresolved
SEQ00753	chrX	R	0.08676603744017441	unresolved
SEQ00754	chrX	L	-0.0	unresolved
SEQ00754	chrX	R	0.6404589138444634	unresolved
SEQ00755	chrX	L	-0.0	unresolved
SEQ00755	chrX	R	0.0	forbidden
SEQ00756	chrX	L	0.0	forbidden
SEQ00756	chrX	R	-0.0	unresolved
SEQ00757	chrX	L	0.6385869783594718	unresolved
SEQ00757	chrX	R	-0.0	unresolved
SEQ00758	chrX	L	0.4159219166532402	unresolved
SEQ00758	chrX	R	0.3845480650750288	unresolved
SEQ00759	chrX	L	-0.0	unresolved
SEQ00759	chrX	R	-0.0	unresolved
SEQ00760	chrX	L	0.5324280187117714	unresolved
SEQ00760	chrX	R	0.0	forbidden
SEQ00761	chrX	L	0.0	forbidden
SEQ00761	chrX	R	0.0	forbidden
SEQ00762	chrX	L	0.0	forbidden
SEQ00762	chrX	R	0.0	forbidden
SEQ00763	chrX	L	0.0	forbidden
SEQ00763	chrX	R	-0.0	unresolved
SEQ00764	chrX	L	0.8395097458893839	unresolved
SEQ00764	chrX	R	0.0	forbidden
SEQ00765	chrX	L	0.0	forbidden
SEQ00765	chrX	R	0.6490060104571314	unresolved
SEQ00766	chrX	L	-0.0	unresolved
SEQ00766	chrX	R	0.0	forbidden
SEQ00767	chrX	L	0.0	forbidden
SEQ00767	chrX	R	-0.0	unresolved
SEQ00768	chrX	L	0.6045314143161911	unresolved
SEQ00768	chrX	R	0.0	forbidden
SEQ00769	chrX	L	0.0	forbidden
SEQ00769	chrX	R	0.0	unresolved
SEQ00770	chrX	L	0.10808765472698334	unresolved
SEQ00770	chrX	R	-0.0	unresolved
SEQ00771	chrX	L	0.7250158732375589	unresolved
SEQ00771	chrX	R	0.0	forbidden
SEQ00772	chrX	L	0.0	forbidden
SEQ00772	chrX	R	0.7817036469076011	unresolved
SEQ00773	chrX	L	-0.0	unresolved
SEQ00773	chrX	R	0.7300399230294566	unresolved
SEQ00774	chrX	L	-0.0	unresolved
SEQ00774	chrX	R	-0.0	unresolved
SEQ00775	chrX	L	0.0	unresolved
SEQ00775	chrX	R	0.0	forbidden
SEQ00776	chrX	L	0.0	forbidden
SEQ00776	chrX	R	-0.0	unresolved
SEQ00777	chrX	L	0.5987497513382849	unresolved
SEQ00777	chrX	R	0.0	forbidden
SEQ00778	chrX	L	0.0	forbidden
SEQ00778	chrX	R	0.6463036152594801	unresolved
SEQ00779	chrX	L	-0.0	unresolved
SEQ00779	chrX	R	0.6297365632705062	unresolved
SEQ00780	chrX	L	-0.0	unresolved
SEQ00780	chrX	R	0.0	forbidden
SEQ00781	chrX	L	0.0	forbidden
SEQ00781	chrX	R	-0.0	unresolved
SEQ00782	chrX	L	0.6110242022049247	unresolved
SEQ00782	chrX	R	1.3090343907109219	telomere
