segment_id	chrom	start	end	sequence_cn	balanced_sequence_cn
SEQ00770	chrX	130100000	131250000	1.4980720374358223	1.4980720374358223
SEQ00771	chrX	131250000	131950000	2.223087910673381	2.223087910673381
SEQ00772	chrX	131950000	132000000	2.223087910673381	2.223087910673381
SEQ00773	chrX	132000000	137200000	1.44138426376578	1.44138426376578
SEQ00774	chrX	137200000	142000000	0.7113443407363235	0.7113443407363235
SEQ00775	chrX	142000000	143000000	1.3753006156976986	1.3753006156976986
SEQ00776	chrX	143000000	143050000	1.3753006156976986	1.3753006156976986
SEQ00777	chrX	143050000	144650000	1.9740503670359835	1.9740503670359835
SEQ00778	chrX	144650000	144700000	1.9740503670359835	1.9740503670359835
SEQ00779	chrX	144700000	146500000	1.3277467517765034	1.3277467517765034
SEQ00780	chrX	146500000	154050000	0.6980101885059972	0.6980101885059972
SEQ00781	chrX	154050000	154300000	0.6980101885059972	0.6980101885059972
SEQ00782	chrX	154300000	156040895	1.3090343907109219	1.3090343907109219
